customer_id,signup_date,segment,region,plan,acquisition_channel,seats,mrr,tenure_days,monthly_active_days,support_tickets_90d,nps_score,feature_adoption_score,payment_failures_90d,is_churned,churn_date,as_of_date,lifetime_revenue,txn_count,last_txn_date,first_txn_date,avg_txn_amount,total_tickets,avg_resolve_hours,critical_tickets,days_since_last_txn,is_active,customer_health_score
C004468,2025-09-20,Mid-Market,North America,Starter,Organic,17,45.33,102,15.0,0,22.5,0.394,0,0,,2025-12-31,226.87,5,2025-12-11,2025-10-04,45.37,0,0.0,0,20.0,1,62.5
C004469,2025-06-24,SMB,Europe,Free,Paid Search,6,0.0,190,16.0,3,35.0,0.438,1,0,,2025-12-31,23.36,4,2025-12-01,2025-08-17,5.84,4,26.7,0,30.0,0,59.4
C004470,2024-12-06,SMB,North America,Pro,Organic,5,168.4,390,8.0,0,11.9,0.416,0,0,,2025-12-31,1016.09,5,2025-09-27,2024-12-22,203.22,0,0.0,0,95.0,1,55.8
C004471,2023-07-30,SMB,APAC,Business,Paid Search,9,414.51,885,9.0,1,22.2,0.185,0,0,,2025-12-31,8483.29,20,2025-12-23,2023-10-06,424.16,1,13.0,0,8.0,1,49.3
C004472,2025-06-07,Mid-Market,North America,Enterprise,Organic,21,1171.79,207,15.0,2,34.1,0.694,0,0,,2025-12-31,4942.75,4,2025-11-28,2025-08-24,1235.69,2,25.0,0,33.0,1,69.6
C004473,2023-11-30,Mid-Market,LATAM,Business,Paid Search,28,372.67,762,1.3,3,-15.9,0.176,1,1,2024-06-20,2025-12-31,787.2,2,2024-06-18,2024-02-18,393.6,3,19.3,0,561.0,0,33.4
C004474,2022-07-15,Startup,North America,Free,Organic,7,0.0,1265,20.0,0,58.9,0.425,0,0,,2025-12-31,172.62,23,2025-11-28,2022-11-05,7.51,0,0.0,0,33.0,0,71.5
C004475,2025-05-01,SMB,North America,Enterprise,Referral,11,1265.08,244,18.0,1,0.7,0.363,0,0,,2025-12-31,7866.09,6,2025-11-08,2025-05-22,1311.02,3,40.0,0,53.0,1,60.5
C004476,2023-04-03,Enterprise,North America,Free,Referral,384,0.0,1003,0.0,1,11.5,0.562,0,0,,2025-12-31,86.31,15,2025-12-07,2023-04-05,5.75,2,9.9,0,24.0,0,51.5
C004477,2025-09-04,Startup,North America,Free,Organic,4,0.0,118,5.0,0,60.0,0.437,1,0,,2025-12-31,0.0,1,2025-12-26,2025-12-26,0.0,1,16.8,0,5.0,0,56.6
C004478,2023-06-11,Mid-Market,Europe,Business,Organic,47,416.82,934,14.0,2,49.2,0.249,0,0,,2025-12-31,7380.6900000000005,18,2025-12-07,2023-06-20,410.04,4,29.9,0,24.0,1,56.9
C004479,2025-05-28,SMB,North America,Enterprise,Organic,5,1057.62,217,13.7,0,37.2,0.127,0,1,2025-09-23,2025-12-31,2582.4,3,2025-09-01,2025-06-28,860.8,0,0.0,0,121.0,0,54.8
C004480,2024-02-08,SMB,APAC,Enterprise,Organic,6,1196.31,692,8.0,1,-7.7,0.053,0,0,,2025-12-31,7961.68,7,2025-12-09,2024-02-18,1137.38,1,19.2,0,22.0,1,41.5
C004481,2023-10-31,Startup,Europe,Business,Paid Search,5,374.51,792,24.0,0,19.9,0.11,0,0,,2025-12-31,5740.93,14,2025-11-30,2024-01-02,410.07,1,7.0,0,31.0,1,61.7
C004482,2023-03-01,Startup,North America,Starter,Paid Search,2,48.54,1036,14.0,1,29.6,0.554,0,0,,2025-12-31,815.24,16,2025-10-14,2023-06-25,50.95,2,6.8,0,78.0,1,65.6
C004483,2025-04-10,Mid-Market,Europe,Starter,Sales,55,45.7,265,8.4,0,31.4,0.669,0,1,2025-07-23,2025-12-31,179.22,5,2025-07-21,2025-05-16,35.84,2,31.6,0,163.0,0,65.7
C004484,2022-03-28,SMB,North America,Free,Referral,16,0.0,1374,3.0,1,63.5,0.171,0,0,,2025-12-31,186.71,27,2025-10-05,2022-05-20,6.92,1,14.4,0,87.0,0,47.7
C004485,2023-11-02,Mid-Market,North America,Pro,Organic,43,164.06,790,17.0,2,84.9,0.155,0,0,,2025-12-31,2875.65,18,2025-12-31,2023-11-08,159.76,2,10.6,0,0.0,1,60.3
C004486,2023-06-12,SMB,North America,Pro,Organic,21,174.52,933,22.0,0,50.4,0.476,0,0,,2025-12-31,3546.31,19,2025-10-25,2023-06-29,186.65,1,14.1,0,67.0,1,74.0
C004487,2024-02-17,SMB,North America,Free,Organic,3,0.0,683,5.0,3,21.6,0.526,0,0,,2025-12-31,30.35,9,2025-11-20,2024-04-04,3.37,3,53.1,1,41.0,0,52.9
C004488,2022-12-31,Enterprise,North America,Pro,Organic,84,167.49,1096,15.0,1,65.4,0.437,0,0,,2025-12-31,3920.55,23,2025-10-25,2023-01-13,170.46,1,7.0,0,67.0,1,66.5
C004489,2024-08-08,Enterprise,LATAM,Pro,Paid Search,413,184.23,510,0.0,2,20.3,0.496,0,0,,2025-12-31,3622.02,19,2025-12-16,2024-08-12,190.63,3,17.6,1,15.0,1,48.9
C004490,2023-07-06,Enterprise,Europe,Pro,Organic,273,186.43,909,5.0,3,-30.6,0.421,0,0,,2025-12-31,3951.9500000000003,19,2025-11-28,2023-09-01,208.0,6,10.7,1,33.0,1,44.5
C004491,2022-09-27,Mid-Market,LATAM,Starter,Organic,76,48.07,1191,1.0,0,3.8,0.594,0,0,,2025-12-31,1124.1,23,2025-12-09,2022-10-15,48.87,1,6.8,0,22.0,1,54.1
C004492,2022-10-09,Mid-Market,North America,Starter,Organic,42,54.72,1179,21.0,2,-24.3,0.585,0,0,,2025-12-31,1313.06,26,2025-12-03,2023-01-25,50.5,3,17.3,1,28.0,1,65.9
C004493,2024-09-23,Startup,APAC,Pro,Partner,6,138.65,464,27.0,3,25.4,0.844,0,0,,2025-12-31,906.28,6,2025-11-27,2024-11-22,151.05,3,14.0,0,34.0,1,82.5
C004494,2023-01-10,SMB,North America,Pro,Organic,23,143.94,1086,1.0,1,30.5,0.26,0,0,,2025-12-31,4113.59,30,2025-10-13,2023-01-30,137.12,1,8.6,0,79.0,1,45.2
C004495,2023-03-16,SMB,North America,Starter,Sales,21,55.41,1021,19.0,1,-4.8,0.121,0,0,,2025-12-31,855.13,14,2025-12-27,2023-08-24,61.08,3,7.7,0,4.0,1,53.6
C004496,2024-06-15,Startup,APAC,Free,Paid Search,4,0.0,564,16.0,2,13.6,0.058,1,0,,2025-12-31,25.61,12,2025-12-30,2024-07-31,2.13,2,8.2,0,1.0,0,47.4
C004497,2023-04-17,SMB,North America,Enterprise,Paid Search,9,1203.57,989,19.0,1,-0.7,0.386,0,0,,2025-12-31,22177.96,19,2025-11-28,2023-05-17,1167.26,1,25.7,0,33.0,1,62.0
C004498,2023-07-10,Mid-Market,Europe,Business,Paid Search,59,470.06,905,14.0,1,31.8,0.148,0,0,,2025-12-31,5407.16,11,2025-12-16,2023-09-22,491.56,1,25.4,0,15.0,1,53.6
C004499,2022-12-16,Startup,APAC,Starter,Paid Search,2,52.84,1111,27.0,0,13.7,0.367,0,0,,2025-12-31,1374.35,26,2025-11-01,2023-01-18,52.86,0,0.0,0,60.0,1,71.5
C004500,2023-05-09,SMB,Europe,Pro,Paid Search,12,150.06,967,1.0,1,60.2,0.26,0,0,,2025-12-31,2966.39,20,2025-08-10,2023-07-29,148.32,2,8.4,0,143.0,1,48.2
C004501,2024-09-17,SMB,Europe,Pro,Paid Search,13,146.5,470,4.0,3,39.2,0.803,1,0,,2025-12-31,1557.03,11,2025-11-20,2025-02-04,141.55,3,15.2,0,41.0,1,60.1
C004502,2024-02-03,Startup,North America,Free,Paid Search,3,0.0,697,6.0,0,75.1,0.844,0,0,,2025-12-31,0.0,4,2025-11-03,2024-08-20,0.0,0,0.0,0,58.0,0,73.2
C004503,2025-11-27,SMB,North America,Starter,Paid Search,22,57.41,34,14.4,0,23.6,0.455,0,1,2025-12-24,2025-12-31,0.0,0,,,0.0,1,7.5,1,,0,63.9
C004504,2025-01-08,SMB,LATAM,Enterprise,Organic,13,1108.07,357,2.0,0,88.6,0.441,1,0,,2025-12-31,2760.15,3,2025-11-03,2025-01-28,920.05,2,7.8,0,58.0,1,56.9
C004505,2022-01-25,Startup,North America,Pro,Partner,1,149.75,1436,3.0,2,35.1,0.12,0,0,,2025-12-31,2780.74,18,2025-12-03,2022-02-19,154.49,4,14.6,1,28.0,1,41.8
C004506,2023-06-26,SMB,North America,Starter,Partner,23,48.58,919,20.0,1,21.8,0.348,0,0,,2025-12-31,1119.39,24,2025-08-28,2023-08-12,46.64,1,1.9,0,125.0,1,64.0
C004507,2023-02-19,Startup,North America,Business,Partner,4,364.12,1046,11.0,1,95.2,0.805,1,0,,2025-12-31,6109.85,16,2025-12-30,2023-04-20,381.87,2,11.6,0,1.0,1,75.0
C004508,2024-04-20,Enterprise,LATAM,Pro,Sales,366,150.7,620,19.0,0,-10.7,0.518,0,0,,2025-12-31,1510.96,11,2025-11-03,2024-09-17,137.36,0,0.0,0,58.0,1,66.4
C004509,2023-01-15,Enterprise,APAC,Pro,Paid Search,217,180.51,1081,10.0,0,21.2,0.537,0,0,,2025-12-31,5867.15,30,2025-12-27,2023-01-30,195.57,0,0.0,0,4.0,1,62.2
C004510,2025-10-13,SMB,Europe,Starter,Sales,18,54.72,79,0.9,1,-6.6,0.418,1,1,2025-12-23,2025-12-31,103.36000000000001,2,2025-12-11,2025-10-20,51.68,1,9.6,0,20.0,0,44.2
C004511,2023-03-05,Enterprise,LATAM,Free,Paid Search,223,0.0,1032,6.9,1,-11.0,0.41,1,1,2024-08-06,2025-12-31,57.11,5,2024-01-21,2023-04-12,11.42,1,17.4,0,710.0,0,48.9
C004512,2024-01-17,Startup,North America,Starter,Paid Search,3,47.81,714,3.0,0,-16.7,0.958,0,0,,2025-12-31,979.44,19,2025-12-20,2024-02-05,51.55,0,0.0,0,11.0,1,64.7
C004513,2022-06-25,Enterprise,APAC,Enterprise,Partner,394,1509.74,1285,13.0,2,50.4,0.638,2,0,,2025-12-31,43676.37,28,2025-10-31,2022-07-07,1559.87,2,19.3,0,61.0,1,63.8
C004514,2025-07-25,SMB,North America,Pro,Organic,6,135.65,159,16.7,1,1.8,0.775,0,1,2025-11-11,2025-12-31,286.4,2,2025-09-29,2025-07-30,143.2,5,10.7,0,93.0,0,71.8
C004515,2025-07-27,Mid-Market,North America,Business,Organic,58,479.88,157,1.9,1,28.6,0.424,0,1,2025-12-13,2025-12-31,1939.1599999999999,5,2025-12-06,2025-08-05,387.83,1,8.2,0,25.0,0,50.8
C004516,2025-02-08,Startup,North America,Free,Paid Search,1,0.0,326,5.0,1,57.3,0.546,0,0,,2025-12-31,41.91,6,2025-11-20,2025-03-04,6.98,1,48.1,0,41.0,0,60.1
C004517,2023-05-18,Mid-Market,LATAM,Business,Organic,79,391.98,958,26.0,2,46.6,0.249,1,0,,2025-12-31,5586.1900000000005,15,2025-11-13,2023-06-20,372.41,2,23.3,0,48.0,1,65.3
C004518,2022-03-25,Enterprise,LATAM,Pro,Organic,148,178.83,1377,8.0,1,45.3,0.543,0,0,,2025-12-31,2978.01,17,2025-11-10,2022-04-13,175.18,1,70.4,0,51.0,1,61.5
C004519,2024-10-13,Enterprise,Europe,Pro,Referral,472,189.21,444,10.0,1,65.3,0.279,0,0,,2025-12-31,1454.54,8,2025-11-22,2025-02-01,181.82,2,28.0,0,39.0,1,57.3
C004520,2023-09-06,SMB,North America,Starter,Paid Search,4,51.96,847,19.0,3,75.2,0.785,2,0,,2025-12-31,623.14,11,2025-08-26,2023-10-25,56.65,3,50.0,0,127.0,1,74.5
C004521,2025-11-17,Startup,North America,Pro,Organic,1,167.4,44,1.5,1,3.7,0.683,0,1,2025-12-21,2025-12-31,192.49,1,2025-12-15,2025-12-15,192.49,2,10.4,0,16.0,0,55.7
C004522,2024-09-25,Startup,Europe,Free,Organic,3,0.0,462,1.0,0,47.1,0.333,0,0,,2025-12-31,41.39,9,2025-12-07,2024-11-20,4.6,0,0.0,0,24.0,0,50.6
C004523,2024-02-10,Mid-Market,North America,Free,Sales,65,0.0,690,23.0,3,28.2,0.282,0,0,,2025-12-31,24.92,13,2025-12-12,2024-02-19,1.92,3,13.8,0,19.0,0,62.3
C004524,2025-11-11,SMB,North America,Business,Sales,8,389.6,50,26.0,0,31.3,0.383,0,0,,2025-12-31,494.64,1,2025-11-21,2025-11-21,494.64,1,8.1,0,40.0,1,72.8
C004525,2025-02-18,Enterprise,Europe,Free,Partner,379,0.0,316,27.0,0,-2.8,0.497,0,0,,2025-12-31,34.22,11,2025-11-29,2025-02-21,3.11,1,9.9,0,32.0,0,73.7
C004526,2023-10-18,SMB,Europe,Free,Organic,16,0.0,805,0.0,1,21.7,0.083,2,0,,2025-12-31,110.58,19,2025-10-19,2023-10-22,5.82,2,14.0,0,73.0,0,34.2
C004527,2022-01-27,SMB,LATAM,Enterprise,Paid Search,4,1342.81,1434,14.0,0,24.4,0.182,0,0,,2025-12-31,28887.64,23,2025-12-04,2022-02-25,1255.98,0,0.0,0,27.0,1,55.4
C004528,2022-05-13,Mid-Market,Europe,Starter,Paid Search,46,55.89,1328,23.0,0,70.8,0.519,2,0,,2025-12-31,1235.61,22,2025-09-09,2022-05-27,56.16,0,0.0,0,113.0,1,74.2
C004529,2023-09-27,SMB,North America,Pro,Referral,22,135.39,826,23.0,1,6.1,0.374,2,0,,2025-12-31,2353.18,18,2025-11-17,2023-11-22,130.73,2,26.8,0,44.0,1,61.9
C004530,2024-03-14,Startup,Europe,Business,Paid Search,3,375.05,657,10.0,2,-24.6,0.798,0,0,,2025-12-31,4547.29,12,2025-12-13,2024-05-02,378.94,3,15.0,0,18.0,1,62.4
C004531,2022-02-13,Enterprise,North America,Business,Referral,343,454.64,1417,13.0,3,34.8,0.751,1,0,,2025-12-31,13306.42,30,2025-10-05,2022-02-17,443.55,4,8.0,1,87.0,1,66.1
C004532,2022-06-30,Mid-Market,Europe,Free,Paid Search,42,0.0,1280,4.0,0,3.6,0.388,0,0,,2025-12-31,89.16,24,2025-12-04,2022-07-23,3.72,0,0.0,0,27.0,0,50.6
C004533,2024-10-04,Mid-Market,APAC,Pro,Referral,62,175.38,453,3.0,0,31.5,0.403,0,0,,2025-12-31,1668.34,10,2025-12-06,2025-01-19,166.83,0,0.0,0,25.0,1,52.9
C004534,2024-12-10,Mid-Market,North America,Pro,Paid Search,77,177.54,386,10.0,3,51.5,0.382,0,0,,2025-12-31,1778.96,11,2025-12-28,2025-01-08,161.72,3,11.7,0,3.0,1,56.0
C004535,2022-02-12,Mid-Market,North America,Starter,Paid Search,29,44.82,1418,6.0,2,32.5,0.08,0,0,,2025-12-31,1659.18,37,2025-12-15,2022-03-03,44.84,2,4.6,0,16.0,1,43.0
C004536,2023-12-27,SMB,APAC,Business,Paid Search,12,432.45,735,27.0,0,24.2,0.189,0,0,,2025-12-31,7034.59,17,2025-12-31,2024-01-21,413.8,1,1.6,0,0.0,1,67.2
C004537,2022-04-26,Enterprise,Europe,Enterprise,Partner,174,1519.33,1345,2.0,1,31.1,0.213,1,0,,2025-12-31,34814.84,24,2025-09-11,2022-05-15,1450.62,1,15.6,0,111.0,1,42.8
C004538,2024-10-31,SMB,Europe,Free,Sales,19,0.0,426,14.0,1,56.2,0.619,2,0,,2025-12-31,18.42,6,2025-12-27,2024-11-03,3.07,1,9.3,0,4.0,0,66.2
C004539,2025-04-07,Startup,APAC,Free,Paid Search,2,0.0,268,15.0,1,6.1,0.287,1,0,,2025-12-31,8.48,2,2025-12-01,2025-09-03,4.24,1,7.3,1,30.0,0,54.1
C004540,2025-05-28,Startup,Europe,Business,Sales,2,360.15,217,0.3,3,53.2,0.246,0,1,2025-07-10,2025-12-31,969.1400000000001,3,2025-06-23,2025-06-04,323.05,3,12.4,0,191.0,0,43.5
C004541,2024-05-05,SMB,North America,Pro,Paid Search,19,168.79,605,12.0,2,9.9,0.28,0,0,,2025-12-31,1112.54,6,2025-04-16,2024-06-17,185.42,2,4.7,0,259.0,1,52.1
C004542,2024-06-18,Mid-Market,APAC,Business,Paid Search,33,389.52,561,26.0,1,50.1,0.127,0,0,,2025-12-31,4705.76,13,2025-12-24,2024-06-29,361.98,3,6.2,0,7.0,1,65.5
C004543,2025-08-18,Enterprise,LATAM,Free,Organic,381,0.0,135,0.8,1,-3.6,0.33,0,1,2025-10-06,2025-12-31,0.0,2,2025-08-30,2025-08-20,0.0,1,17.9,0,123.0,0,43.8
C004544,2024-05-25,Mid-Market,North America,Free,Organic,70,0.0,585,4.0,2,48.6,0.635,0,0,,2025-12-31,60.900000000000006,11,2025-12-25,2025-01-07,5.54,3,22.7,0,6.0,0,59.5
C004545,2023-10-01,Startup,North America,Pro,Referral,2,172.35,822,4.0,0,32.5,0.176,0,0,,2025-12-31,4628.43,25,2025-12-23,2023-12-21,185.14,0,0.0,0,8.0,1,47.1
C004546,2024-12-15,Startup,APAC,Enterprise,Organic,6,1314.45,381,1.0,0,37.4,0.326,0,0,,2025-12-31,9856.69,7,2025-11-14,2025-02-21,1408.1,0,0.0,0,47.0,1,49.4
C004547,2024-04-24,Mid-Market,Europe,Free,Paid Search,28,0.0,616,24.0,0,59.0,0.25,0,0,,2025-12-31,76.29,15,2025-12-22,2024-05-27,5.09,1,32.4,0,9.0,0,69.8
C004548,2025-04-19,Mid-Market,North America,Business,Organic,32,457.44,256,0.5,0,14.5,0.54,1,1,2025-07-16,2025-12-31,829.61,2,2025-06-20,2025-05-21,414.8,0,0.0,0,194.0,0,51.1
C004549,2024-01-21,SMB,Europe,Starter,Referral,15,55.64,710,2.1,1,34.4,0.591,1,1,2024-12-25,2025-12-31,531.0600000000001,9,2024-10-16,2024-03-03,59.01,2,30.0,0,441.0,0,54.5
C004550,2025-05-27,Mid-Market,APAC,Free,Sales,21,0.0,218,6.6,3,42.6,0.629,1,1,2025-06-28,2025-12-31,9.38,1,2025-06-18,2025-06-18,9.38,3,15.3,0,196.0,0,57.5
C004551,2022-03-06,Startup,Europe,Pro,Referral,6,146.8,1396,27.0,1,27.5,0.705,0,0,,2025-12-31,4358.09,30,2025-11-12,2022-04-02,145.27,2,13.2,0,49.0,1,81.5
C004552,2022-02-22,Mid-Market,North America,Starter,Paid Search,47,57.4,1408,4.0,0,52.9,0.632,0,0,,2025-12-31,1561.49,29,2025-12-29,2022-02-28,53.84,0,0.0,0,2.0,1,62.8
C004553,2022-05-22,Mid-Market,North America,Pro,Paid Search,62,177.96,1319,10.0,0,43.2,0.475,1,0,,2025-12-31,6286.56,35,2025-12-13,2022-06-06,179.62,1,43.1,0,18.0,1,60.5
C004554,2024-03-06,SMB,Europe,Starter,Organic,11,55.15,665,5.0,0,20.5,0.556,0,0,,2025-12-31,637.07,12,2025-05-18,2024-04-28,53.09,0,0.0,0,227.0,1,58.2
C004555,2024-10-10,Mid-Market,LATAM,Pro,Sales,39,168.74,447,5.0,3,66.5,0.423,1,0,,2025-12-31,1371.53,8,2025-12-06,2024-10-13,171.44,3,13.7,0,25.0,1,52.3
C004556,2022-11-06,Mid-Market,Europe,Starter,Organic,36,47.63,1151,26.0,4,49.0,0.744,3,0,,2025-12-31,837.32,18,2025-12-04,2023-03-15,46.52,4,6.9,0,27.0,1,73.4
C004557,2022-08-11,Startup,North America,Business,Sales,6,471.5,1238,9.0,1,13.9,0.651,0,0,,2025-12-31,15262.12,33,2025-11-28,2022-08-23,462.49,2,40.8,0,33.0,1,62.5
C004558,2025-05-15,Mid-Market,LATAM,Enterprise,Referral,77,1220.13,230,17.0,0,13.7,0.184,0,0,,2025-12-31,4415.46,4,2025-10-23,2025-06-01,1103.86,0,0.0,0,69.0,1,57.1
C004559,2024-12-09,SMB,North America,Starter,Referral,5,49.48,387,4.0,3,29.5,0.336,0,0,,2025-12-31,407.14,8,2025-10-08,2025-02-28,50.89,4,40.3,0,84.0,1,47.1
C004560,2024-07-16,SMB,Europe,Starter,Referral,4,44.05,533,7.0,0,46.2,0.088,0,0,,2025-12-31,557.66,12,2025-11-28,2024-10-06,46.47,0,0.0,0,33.0,1,48.5
C004561,2023-11-30,Mid-Market,North America,Enterprise,Paid Search,53,1109.79,762,10.0,0,-20.3,0.493,0,0,,2025-12-31,17690.87,17,2025-12-21,2024-02-10,1040.64,0,0.0,0,10.0,1,56.7
C004562,2023-08-24,Enterprise,APAC,Free,Organic,85,0.0,860,16.0,4,15.0,0.648,0,0,,2025-12-31,132.52,22,2025-11-21,2023-09-19,6.02,4,18.9,0,40.0,0,64.2
C004563,2022-01-30,Mid-Market,APAC,Business,Paid Search,23,439.82,1431,25.0,1,20.6,0.169,0,0,,2025-12-31,14482.36,34,2025-12-31,2022-03-29,425.95,1,3.1,0,0.0,1,63.0
C004564,2022-09-26,Enterprise,APAC,Pro,Organic,285,155.63,1192,6.0,0,-0.9,0.411,0,0,,2025-12-31,4091.6,28,2025-11-27,2022-10-02,146.13,0,0.0,0,34.0,1,52.6
C004565,2025-07-06,Mid-Market,North America,Business,Referral,79,483.34,178,18.0,1,9.5,0.675,0,0,,2025-12-31,3074.71,7,2025-12-26,2025-07-24,439.24,2,10.9,0,5.0,1,70.8
C004566,2023-04-30,Startup,Europe,Starter,Paid Search,6,43.58,976,13.0,2,38.4,0.796,0,0,,2025-12-31,917.29,21,2025-12-17,2023-09-09,43.68,2,6.0,0,14.0,1,71.3
C004567,2024-10-04,SMB,North America,Starter,Sales,7,46.38,453,22.0,2,22.8,0.378,0,0,,2025-12-31,259.52,5,2025-09-28,2024-10-23,51.9,3,7.5,0,94.0,1,65.3
C004568,2024-10-03,Startup,LATAM,Starter,Referral,6,44.52,454,9.0,2,24.7,0.149,0,0,,2025-12-31,340.96000000000004,7,2025-11-02,2024-11-15,48.71,3,15.7,0,59.0,1,47.0
C004569,2023-03-19,SMB,North America,Free,Organic,4,0.0,1018,11.0,0,0.5,0.136,0,0,,2025-12-31,72.03,12,2025-11-20,2023-05-16,6.0,1,25.3,0,41.0,0,49.0
C004570,2022-10-20,SMB,Europe,Starter,Organic,3,46.4,1168,17.0,0,29.7,0.457,0,0,,2025-12-31,1130.3,24,2025-12-04,2022-12-30,47.1,0,0.0,0,27.0,1,66.9
C004571,2024-09-16,SMB,APAC,Enterprise,Paid Search,21,1413.71,471,12.0,0,-2.6,0.374,1,0,,2025-12-31,15877.01,12,2025-11-04,2024-09-20,1323.08,0,0.0,0,57.0,1,54.7
C004572,2022-05-14,Mid-Market,North America,Starter,Organic,65,58.77,1327,21.0,1,71.5,0.439,1,0,,2025-12-31,1848.04,32,2025-12-09,2022-05-14,57.75,2,6.4,0,22.0,1,70.6
C004573,2023-12-09,Mid-Market,North America,Free,Partner,65,0.0,753,0.0,2,78.6,0.53,0,0,,2025-12-31,19.509999999999998,10,2025-05-03,2024-01-28,1.95,2,37.0,0,242.0,0,55.8
C004574,2025-06-23,SMB,North America,Starter,Referral,10,44.81,191,9.0,1,23.2,0.511,1,0,,2025-12-31,301.76,6,2025-11-22,2025-07-28,50.29,2,13.2,0,39.0,1,57.2
C004575,2024-10-14,SMB,Europe,Starter,Referral,15,54.55,443,4.0,1,6.9,0.436,1,0,,2025-12-31,537.53,10,2025-12-31,2024-11-30,53.75,2,4.1,0,0.0,1,48.8
C004576,2024-12-28,SMB,LATAM,Pro,Paid Search,6,163.92,368,4.0,0,56.4,0.465,1,0,,2025-12-31,870.08,5,2025-11-25,2025-02-23,174.02,0,0.0,0,36.0,1,56.2
C004577,2022-04-30,Mid-Market,Europe,Free,Referral,68,0.0,1341,1.0,4,49.8,0.435,0,0,,2025-12-31,178.95,28,2025-11-22,2022-05-08,6.39,4,10.1,0,39.0,0,47.9
C004578,2022-10-13,Startup,LATAM,Business,Partner,4,463.62,1175,9.0,0,81.9,0.53,0,0,,2025-12-31,13339.63,29,2025-12-02,2023-01-03,459.99,0,0.0,0,29.0,1,67.1
C004579,2023-01-29,Enterprise,North America,Business,Sales,351,413.52,1067,6.0,3,88.5,0.36,0,0,,2025-12-31,11178.43,26,2025-11-15,2023-05-12,429.94,3,12.2,0,46.0,1,55.5
C004580,2023-02-23,Startup,North America,Starter,Referral,2,55.86,1042,21.0,1,-15.7,0.931,0,0,,2025-12-31,667.42,13,2025-09-21,2023-03-19,51.34,1,9.4,1,101.0,1,78.6
C004581,2022-10-05,Startup,LATAM,Business,Referral,4,415.7,1183,14.0,1,64.0,0.361,1,0,,2025-12-31,11200.3,27,2025-12-19,2022-10-19,414.83,1,26.3,0,12.0,1,61.2
C004582,2025-10-22,Startup,APAC,Starter,Organic,6,57.24,70,22.0,1,29.4,0.584,0,0,,2025-12-31,175.24,3,2025-12-31,2025-10-27,58.41,2,16.6,0,0.0,1,73.6
C004583,2022-08-24,SMB,North America,Starter,Referral,16,54.5,1225,24.0,2,48.7,0.479,0,0,,2025-12-31,1414.47,25,2025-12-20,2022-11-03,56.58,2,7.0,1,11.0,1,72.7
C004584,2024-10-09,Mid-Market,Europe,Enterprise,Paid Search,58,1284.0,448,10.9,1,54.4,0.62,2,1,2025-06-22,2025-12-31,2206.7599999999998,2,2025-04-26,2024-11-24,1103.38,1,11.5,0,249.0,0,63.3
C004585,2024-04-19,SMB,APAC,Business,Paid Search,3,419.68,621,11.0,0,53.4,0.734,0,0,,2025-12-31,4061.85,10,2025-12-23,2024-04-21,406.18,2,8.6,0,8.0,1,72.2
C004586,2024-05-23,SMB,APAC,Starter,Paid Search,6,46.86,587,27.0,3,60.0,0.743,0,0,,2025-12-31,760.58,15,2025-12-21,2024-07-14,50.71,4,8.5,0,10.0,1,82.9
C004587,2022-11-03,SMB,Europe,Pro,Paid Search,22,161.62,1154,10.0,1,21.0,0.427,1,0,,2025-12-31,4098.22,26,2025-12-09,2022-11-18,157.62,1,19.1,0,22.0,1,55.3
C004588,2023-03-16,Mid-Market,North America,Starter,Organic,73,49.56,1021,23.0,1,11.2,0.48,0,0,,2025-12-31,981.74,21,2025-12-17,2023-05-15,46.75,1,6.0,0,14.0,1,69.6
C004589,2024-05-17,Mid-Market,North America,Pro,Organic,30,156.45,593,4.0,2,64.7,0.376,0,0,,2025-12-31,3155.68,21,2025-12-27,2024-05-19,150.27,3,22.3,0,4.0,1,53.3
C004590,2023-03-04,Mid-Market,Europe,Pro,Referral,19,148.32,1033,27.0,2,13.2,0.634,2,0,,2025-12-31,2318.98,15,2025-06-17,2023-06-24,154.6,2,13.5,0,197.0,1,72.4
C004591,2024-09-19,SMB,Europe,Free,Partner,20,0.0,468,8.0,2,81.5,0.481,0,0,,2025-12-31,96.16999999999999,14,2025-12-29,2024-10-30,6.87,2,6.4,0,2.0,0,61.7
C004592,2022-02-26,SMB,North America,Enterprise,Sales,9,1390.62,1404,3.4,2,15.9,0.639,0,1,2025-02-07,2025-12-31,32613.81,24,2025-01-23,2022-05-03,1358.91,3,14.5,0,342.0,0,55.8
C004593,2022-04-15,Startup,North America,Pro,Referral,5,157.44,1356,9.0,0,25.5,0.622,0,0,,2025-12-31,4239.63,25,2025-11-08,2022-05-09,169.59,1,30.3,0,53.0,1,64.2
C004594,2024-11-07,SMB,North America,Free,Paid Search,21,0.0,419,6.0,2,30.2,0.554,0,0,,2025-12-31,9.89,5,2025-10-30,2024-12-23,1.98,3,9.5,0,62.0,0,57.0
C004595,2024-05-31,SMB,Europe,Business,Referral,5,437.8,579,9.0,2,-3.5,0.279,0,0,,2025-12-31,5050.14,11,2025-11-10,2024-06-02,459.1,2,9.1,0,51.0,1,48.1
C004596,2022-03-03,Mid-Market,North America,Business,Partner,58,452.45,1399,17.0,0,-3.5,0.616,0,0,,2025-12-31,14409.53,34,2025-10-08,2022-04-27,423.81,1,10.6,0,84.0,1,68.3
